Query,Label
"I appreciate the music you used but it's a bit off for this. I'd like it to be inspirational but not necessarily patriotic if that makes sense. Please see what I dropped in the Music folder ""Inspiration"" https://drive.google.com/file/d/1J301WRRER7HU0JdFNVydDCMS6Blw8QbG/view?usp=share_link",Spelling in the captions / Adding text / Changing text
I like the montage of videos here but don't like the american flag backdrop. It might be better if there was some cool military footage running in the background instead. (154 kB),Sound effects or music louder than the speaker’s voice
"Please add this guest's info on the screen: ""David Bellavia - Medal of Honor | 2-2 Infantry in Iraq ",Spelling in the captions / Adding text / Changing text
"If possible, can you change the font and font color? I'd like it to be more like military stenciling or close to that. Color could be more military like Green, Black, Brown, Grey, etc.",Spelling in the captions / Adding text / Changing text
"If possible, can you change the font and font color for this video? I'd like it to be more like military stenciling or close to that. Color could be more military like Green, Black, Brown, Grey, etc",Spelling in the captions / Adding text / Changing text
hot as balls ,Spelling in the captions / Adding text / Changing text
before i give you any more money*,Spelling in the captions / Adding text / Changing text
backfat ,Spelling in the captions / Adding text / Changing text
"Please add in the name and info for this guest: Kris ""Tanto"" Paronto - Ranger & CIA GRS",Spelling in the captions / Adding text / Changing text
"Keep the guest's info on the screen: Should read ""David Bellavia - Medal of Honor Recipient""",Spelling in the captions / Adding text / Changing text
Please put the captions for this guest above his head (there's a lot of space there).,Spelling in the captions / Adding text / Changing text
"Please add this to the guest's name ""Navy Intel Officer - DEVGRU""",Spelling in the captions / Adding text / Changing text
"Please change the beginning a bit so it doesn't look like all the others (I don't want people to keep scrolling b/c they think they've seen this one before). So please add different footage and maybe different but similar music. Also, can you make the text slightly different?",Spelling in the captions / Adding text / Changing text
"Can you add some text for the first 5-7 seconds that says ""Veterans Day Tribute"" (135 kB)",Spelling in the captions / Adding text / Changing text
Can you please include my logo on the screen? (,Spelling in the captions / Adding text / Changing text
"Please change the beginning a bit so it doesn't look like all the others (I don't want people to keep scrolling b/c they think they've seen this one before). So please add different footage and maybe different but similar music. Also, can you make the text slightly different?",Spelling in the captions / Adding text / Changing text
"Please keep the guest's name on the screen while he's on the screen and add this text: ""Delta Force Operator""",Sound effects or music louder than the speaker’s voice
"Add this text to the guest's name - ""Engineer and First Female Reservist to Complete Ranger School"" (",Spelling in the captions / Adding text / Changing text
Put the text for her captions above her head where there's extra space please (,Spelling in the captions / Adding text / Changing text
"Please change the beginning a bit so it doesn't look like all the others (I don't want people to keep scrolling b/c they think they've seen this one before). So please add different footage and maybe different but similar music. Also, can you make the text slightly different?",Spelling in the captions / Adding text / Changing text
Change his name to the following and keep it on the screen the whole time he's on screen please: Mark 'Billy'Billingham - UK SAS,Sound effects or music louder than the speaker’s voice
Please add this to his name and keep the name on the screen: Marine & MARSOC,Spelling in the captions / Adding text / Changing text
"Keep the name on the screen and add - ""Marine | MARSOC | Savage Actual""",Spelling in the captions / Adding text / Changing text
"Add ""Delta Force Operator"" to the name",Spelling in the captions / Adding text / Changing text
Please add the logo to the first 15 seconds ,Spelling in the captions / Adding text / Changing text
"Please bleep out the word ""shit"" and then change the text caption to ""$h1t"" ",Spelling in the captions / Adding text / Changing text
Caption missing,Spelling in the captions / Adding text / Changing text
her. ,Spelling in the captions / Adding text / Changing text
Surveillance footage - remove fullstop,Spelling in the captions / Adding text / Changing text
that these monsters,Spelling in the captions / Adding text / Changing text
"said ""they"". ",Spelling in the captions / Adding text / Changing text
"He said ""they""",Spelling in the captions / Adding text / Changing text
"""they"" ",Spelling in the captions / Adding text / Changing text
"Can we put something at the end like - what do you guys think?
Or like a closing (",Spelling in the captions / Adding text / Changing text
AG1 not AG ,Spelling in the captions / Adding text / Changing text
Change Title Screen: Manhattan vs Brooklyn? Manhattan Wins For The Energy! ,Spelling in the captions / Adding text / Changing text
Start the video here at :04 (,Spelling in the captions / Adding text / Changing text
Change title screen Manhattan vs Brooklyn? Manhattan Is Better For Singles!,Spelling in the captions / Adding text / Changing text
put music,Spelling in the captions / Adding text / Changing text
reduce it to 58-59 seconds,Sound effects or music louder than the speaker’s voice
Reduce the volume of background music,Sound effects or music louder than the speaker’s voice
move the banner a bit downwards ,Sound effects or music louder than the speaker’s voice
reduce it to 58 or 59 Seconds ,Spelling in the captions / Adding text / Changing text
move the banner a bit downwards ,Sound effects or music louder than the speaker’s voice
reduce it to 58 seconds,Sound effects or music louder than the speaker’s voice
move the banner a bit down (,Sound effects or music louder than the speaker’s voice
reduce it to 58 seconds,Spelling in the captions / Adding text / Changing text
move the banner a bit down ,Sound effects or music louder than the speaker’s voice
reduce it 58 seconds,Spelling in the captions / Adding text / Changing text
*AZILO ,Sound effects or music louder than the speaker’s voice
*AZILO Ultra Pool ,Spelling in the captions / Adding text / Changing text
5th Street Gaming ,Spelling in the captions / Adding text / Changing text
Seth Schorr.,Spelling in the captions / Adding text / Changing text
