Query,Label
"00:00:04:18 these colors should be used for text, banner or for background instead of blur
CD6EBC
C7B080
3F721D
black and white",Spelling in the captions / Adding text / Changing text
"00:00:02:02 these colors should be used for text, banner or for background instead of blur
CD6EBC
C7B080
3F721D
black and white",Spelling in the captions / Adding text / Changing text
00:00:01:10 make banner a bit bold and visible,Spelling in the captions / Adding text / Changing text
00:00:14:01 awful*,Spelling in the captions / Adding text / Changing text
00:00:41:01 pushed the* envelope,Spelling in the captions / Adding text / Changing text
00:00:34:00 in the end ain't no regrets as well,Spelling in the captions / Adding text / Changing text
00:00:08:07  Cut :09-:14 start back with look at this menu!,Spelling in the captions / Adding text / Changing text
00:00:33:22 Pho ,Spelling in the captions / Adding text / Changing text
00:00:41:01 of baisl,Spelling in the captions / Adding text / Changing text
00:00:31:10 Result is ,Spelling in the captions / Adding text / Changing text
00:00:53:21 That's elevating,Spelling in the captions / Adding text / Changing text
00:00:22:18 In the grill ,Spelling in the captions / Adding text / Changing text
"00:00:13:05 Please add this guy's info on the screen: ""Zack Harrison - Delta Force Operator",Spelling in the captions / Adding text / Changing text
00:00:30:11 I appreciate the music you used but it's a bit off for this. I'd like it to be inspirational but not necessarily patriotic if that makes sense.,Spelling in the captions / Adding text / Changing text
00:00:01:06 I appreciate the music you used but it's a bit off for this. I'd like it to be inspirational but not necessarily patriotic if that makes sense.,Sound effects or music louder than the speaker’s voice
00:00:00:13 I like the montage of videos here but don't like the american flag backdrop. It might be better if there was some cool military footage running in the background instead,Sound effects or music louder than the speaker’s voice
"00:00:25:10 should say ""I would like to say I'd go back"" ",Spelling in the captions / Adding text / Changing text
"00:00:14:01 Please add this guest's info to the screen: Kris ""Tanto"" Paronto - Ranger Battalion, GRS, & the Real '13 Hours' ",Spelling in the captions / Adding text / Changing text
"00:00:02:03 I appreciate the music you used but it's a bit off for this. I'd like it to be inspirational but not necessarily patriotic if that makes sense. Please see what I dropped in the Music folder ""Inspiration"" https://drive.google.com/file/d/1J301WRRER7HU0JdFNVydDCMS6Blw8QbG/view?usp=share_link",Spelling in the captions / Adding text / Changing text
00:00:01:03 I like the montage of videos here but don't like the american flag backdrop. It might be better if there was some cool military footage running in the background instead. (154 kB),Sound effects or music louder than the speaker’s voice
"00:00:41:07 Please add this guest's info on the screen: ""David Bellavia - Medal of Honor | 2-2 Infantry in Iraq ",Spelling in the captions / Adding text / Changing text
"00:00:04:14 If possible, can you change the font and font color? I'd like it to be more like military stenciling or close to that. Color could be more military like Green, Black, Brown, Grey, etc.",Spelling in the captions / Adding text / Changing text
"00:00:05:27 If possible, can you change the font and font color for this video? I'd like it to be more like military stenciling or close to that. Color could be more military like Green, Black, Brown, Grey, etc",Spelling in the captions / Adding text / Changing text
00:00:29:21 hot as balls ,Spelling in the captions / Adding text / Changing text
00:00:29:07 before i give you any more money*,Spelling in the captions / Adding text / Changing text
00:00:03:19 backfat ,Spelling in the captions / Adding text / Changing text
"00:00:15:01 Please add in the name and info for this guest: Kris ""Tanto"" Paronto - Ranger & CIA GRS",Spelling in the captions / Adding text / Changing text
"00:00:40:19 Keep the guest's info on the screen: Should read ""David Bellavia - Medal of Honor Recipient""",Spelling in the captions / Adding text / Changing text
00:00:47:16 Please put the captions for this guest above his head (there's a lot of space there).,Spelling in the captions / Adding text / Changing text
"00:00:36:28 Please add this to the guest's name ""Navy Intel Officer - DEVGRU""",Spelling in the captions / Adding text / Changing text
"00:00:00:03 Please change the beginning a bit so it doesn't look like all the others (I don't want people to keep scrolling b/c they think they've seen this one before). So please add different footage and maybe different but similar music. Also, can you make the text slightly different?",Spelling in the captions / Adding text / Changing text
"00:00:00:13 Can you add some text for the first 5-7 seconds that says ""Veterans Day Tribute"" (135 kB)",Spelling in the captions / Adding text / Changing text
00:00:02:06 Can you please include my logo on the screen? (,Spelling in the captions / Adding text / Changing text
"00:00:01:00 Please change the beginning a bit so it doesn't look like all the others (I don't want people to keep scrolling b/c they think they've seen this one before). So please add different footage and maybe different but similar music. Also, can you make the text slightly different?",Spelling in the captions / Adding text / Changing text
"00:00:16:28 Please keep the guest's name on the screen while he's on the screen and add this text: ""Delta Force Operator""",Sound effects or music louder than the speaker’s voice
"00:00:35:25 Add this text to the guest's name - ""Engineer and First Female Reservist to Complete Ranger School"" (",Spelling in the captions / Adding text / Changing text
00:00:43:10 Put the text for her captions above her head where there's extra space please (,Spelling in the captions / Adding text / Changing text
"00:00:02:02 Please change the beginning a bit so it doesn't look like all the others (I don't want people to keep scrolling b/c they think they've seen this one before). So please add different footage and maybe different but similar music. Also, can you make the text slightly different?",Spelling in the captions / Adding text / Changing text
00:00:18:07 Change his name to the following and keep it on the screen the whole time he's on screen please: Mark 'Billy'Billingham - UK SAS,Sound effects or music louder than the speaker’s voice
00:00:33:20 Please add this to his name and keep the name on the screen: Marine & MARSOC,Spelling in the captions / Adding text / Changing text
"00:00:39:24 Keep the name on the screen and add - ""Marine | MARSOC | Savage Actual""",Spelling in the captions / Adding text / Changing text
"00:00:45:07 Add ""Delta Force Operator"" to the name",Spelling in the captions / Adding text / Changing text
00:00:04:11 Please add the logo to the first 15 seconds ,Spelling in the captions / Adding text / Changing text
"00:00:27:13 Please bleep out the word ""shit"" and then change the text caption to ""$h1t"" ",Spelling in the captions / Adding text / Changing text
00:00:00:00 Caption missing,Spelling in the captions / Adding text / Changing text
00:00:41:13 her. ,Spelling in the captions / Adding text / Changing text
00:00:41:29 Surveillance footage - remove fullstop,Spelling in the captions / Adding text / Changing text
00:00:09:06 that these monsters,Spelling in the captions / Adding text / Changing text
"00:00:21:03 said ""they"". ",Spelling in the captions / Adding text / Changing text
"00:00:22:14 He said ""they""",Spelling in the captions / Adding text / Changing text
"00:00:24:26 ""they"" ",Spelling in the captions / Adding text / Changing text
"00:00:47:07 Can we put something at the end like - what do you guys think?
Or like a closing (",Spelling in the captions / Adding text / Changing text
00:00:33:16 AG1 not AG ,Spelling in the captions / Adding text / Changing text
00:00:01:21 Change Title Screen: Manhattan vs Brooklyn? Manhattan Wins For The Energy! ,Spelling in the captions / Adding text / Changing text
00:00:04:02 Start the video here at :04 (,Spelling in the captions / Adding text / Changing text
00:00:01:04 Change title screen Manhattan vs Brooklyn? Manhattan Is Better For Singles!,Spelling in the captions / Adding text / Changing text
00:00:03:21 put music,Spelling in the captions / Adding text / Changing text
00:00:58:26 reduce it to 58-59 seconds,Sound effects or music louder than the speaker’s voice
00:00:28:27 Reduce the volume of background music,Sound effects or music louder than the speaker’s voice
00:00:02:02 move the banner a bit downwards ,Sound effects or music louder than the speaker’s voice
00:00:57:22 reduce it to 58 or 59 Seconds ,Spelling in the captions / Adding text / Changing text
00:00:01:23 move the banner a bit downwards ,Sound effects or music louder than the speaker’s voice
00:00:59:29 reduce it to 58 seconds,Sound effects or music louder than the speaker’s voice
00:00:01:17 move the banner a bit down (,Sound effects or music louder than the speaker’s voice
00:00:59:29 reduce it to 58 seconds,Spelling in the captions / Adding text / Changing text
00:00:01:12 move the banner a bit down ,Sound effects or music louder than the speaker’s voice
00:00:59:29 reduce it 58 seconds,Spelling in the captions / Adding text / Changing text
00:00:22:02 *AZILO ,Sound effects or music louder than the speaker’s voice
00:00:25:10 *AZILO Ultra Pool ,Spelling in the captions / Adding text / Changing text
00:00:43:24 5th Street Gaming ,Spelling in the captions / Adding text / Changing text
00:00:45:27 Seth Schorr.,Spelling in the captions / Adding text / Changing text
00:00:48:08 Ojas locals ,Spelling in the captions / Adding text / Changing text
00:00:09:28 self -service kiosks.,Spelling in the captions / Adding text / Changing text
00:00:18:24 arcade.,Spelling in the captions / Adding text / Changing text
